Author,Handle,Media URL,Reposts,Likes,Comments,Views,Post Link,Profile Link,Post,Date,Name,Retweets,Tweet URL,Post Body,Profile Lİnk
stace james,@stacejames2,,,1.0,4.0,,https://x.com/stacejames2,https://x.com/stacejames2,SFL7671KMB Confirmed. Ksh300.00 sent to KPLC PREPAID for account 54600237157 on 21/6/24 at 10:33. I haven't received my tokens yet,21-Jun,,,,,
_lameless,@lameless3,,,,1.0,,https://x.com/lameless3,https://x.com/lameless3,"Please help me 
Not able to buy tokens
54600076217 a/c number",21-Jun,,,,,
Kivuti Kamau,@nimimikivuti,,,,1.0,,https://x.com/nimimikivuti,https://x.com/nimimikivuti,@KenyaPower_Care please send tokens for meter no. 04217860842 even *977# has an error,21-Jun,,,,,
ATony @ Law,@glenn_tonny,,,,2.0,,https://x.com/glenn_tonny,https://x.com/glenn_tonny,@KenyaPower_Care i'm having difficulty buying tokens any alternatives?,21-Jun,,,,,
Weeny,@Kirinyagabae,,,,1.0,,https://x.com/Kirinyagabae,https://x.com/Kirinyagabae,@KenyaPower_Care I cannot be able to buy tokens?...is your system down??,21-Jun,,,,,
George King Gustavo,@gustavokingpin,,,1.0,2.0,,https://x.com/gustavokingpin,https://x.com/gustavokingpin,@KenyaPower_Care Hi is there a system failure? Bought tokens for number 04211777091 ..kindly assist urgently,21-Jun,,,,,
Phinee omwansu,@Omwansu,,,,1.0,,https://x.com/Omwansu,https://x.com/Omwansu,Trying to purchase tokens from mpesa it's giving me technical problem from the receiving organisation meter number 92107512896,21-Jun,,,,,
Brian Bwana,@BrianBwana_,,,,,,https://x.com/BrianBwana_,https://x.com/BrianBwana_,"when are you starting to send us those codes for update and reset for prepaid meters. 

I have bought tokens severally but I am yet to receive any of those codes. What's going on",21-Jun,,,,,
Brian Bwana,@BrianBwana_,,,,,,https://x.com/BrianBwana_,https://x.com/BrianBwana_,"@KenyaPower_Care when are you starting to send us those codes for update and reset for prepaid meters. 

I have bought tokens severally but I am yet to receive any of those codes. What's going on",21-Jun,,,,,
Cee Bree,@CeeBree548993,,,,,,https://x.com/CeeBree548993,https://x.com/CeeBree548993,"I haven't received my tokens yet 
Metre no 14240696402.",21-Jun,,,,,
Hezborn Martin,@HezbornMartin,,,,1.0,,https://x.com/HezbornMartin,https://x.com/HezbornMartin,Hello I’m trying to buy my tokens but they ain’t going through ..meter no. 92100195954,21-Jun,,,,,
BIG BOY DIAMONDS,@BIGBOYDIAM47151,,,,,,https://x.com/BIGBOYDIAM47151,https://x.com/BIGBOYDIAM47151,@KenyaPower_Care This meter is rejecting all the tokens I have bought multiple times.,21-Jun,,,,,
Peter Rotich,@Pish_Peter,,,,,,https://x.com/Pish_Peter,https://x.com/Pish_Peter,@KenyaPower_Care What's happening ? We now begging you for tokens,21-Jun,,,,,
Frankline,@wafulafranklin2,,,,1.0,,https://x.com/wafulafranklin2,https://x.com/wafulafranklin2,Since yesterday I have not received this tokens,21-Jun,,,,,
beatricenjeri,@maragwanjeri,,,,,,https://x.com/maragwanjeri,https://x.com/maragwanjeri,@KenyaPower_Care hallo am trying  to buy tokens but the organisation paybill is mot working at the moment,21-Jun,,,,,
inguru,@aizoh_gitz,,,,3.0,,https://x.com/aizoh_gitz,https://x.com/aizoh_gitz,"SFL466G04M Confirmed. Ksh300.00 sent to KPLC PREPAID for account 46200730417 on 21/6/24 at 10:28 AM 
Still waiting for.the tokens *977# ain't working",21-Jun,,,,,
Stephen Mwangi,@Stephen06297041,,,,1.0,,https://x.com/Stephen06297041,https://x.com/Stephen06297041,Meter number 14251704327 cannot purchase token says organisation receiving the payment is down,21-Jun,,,,,
Vick,@IAMVickq,,,,1.0,,https://x.com/IAMVickq,https://x.com/IAMVickq,"@KenyaPower_Care Hi, kindly send me token for this meter no. 37187088176.",21-Jun,,,,,
Omar Haji,@Schoolman1993,,,,1.0,,https://x.com/Schoolman1993,https://x.com/Schoolman1993,@KenyaPower_Care I bought tokens today at 10:36 and I didn't receive them. My meter no is 37174431181. Please assist,21-Jun,,,,,
Deputy,@DW_Bon,,,,4.0,,https://x.com/DW_Bon,https://x.com/DW_Bon,Hello. Tumeni hizi tokens Confirmed. KES 1000.00 sent to KPLC PREPAID (TOKENS) for account 54605523486 Ref 718957797140 21 Jun 2024 at 11:16 EAT charges 9.00 KES,21-Jun,,,,,
Benard,@owegib,,,,1.0,,https://x.com/owegib,https://x.com/owegib,Have not received token codes since yesterday. Meter no. 92103699762,21-Jun,,,,,
bleugh,@cy_dollface,,,,,,https://x.com/cy_dollface,https://x.com/cy_dollface,@KenyaPower_Care are your systems down? I’ve been trying to buy tokens all morning,21-Jun,,,,,
charles,@Qarioki,,,,,,https://x.com/Qarioki,https://x.com/Qarioki,@KenyaPower_Care why can't i buy tokens at the moment ?,21-Jun,,,,,
App-Laws,@Androdude,,,,,,https://x.com/Androdude,https://x.com/Androdude,@KenyaPower_Care Hi. I'm unable to buy tokens. What's the issue?,21-Jun,,,,,
Wangai Xade Fred,@xade_fred,,,,,,https://x.com/xade_fred,https://x.com/xade_fred,"37124979719, Rongai

Tokens cannot be purchased",21-Jun,,,,,
Stephen Mwangi,@Stephen06297041,,,,,,https://x.com/Stephen06297041,https://x.com/Stephen06297041,Cannot load up token says organisation receiving the payment is down,21-Jun,,,,,
Kariuki Kamau,@KariukiKamau14,,,,1.0,,https://x.com/KariukiKamau14,https://x.com/KariukiKamau14,"Hello, I’ve been trying to buy tokens for meter number 14467240652 but it keeps on rejecting. Based at Kilimani, Chaka Road mall. Kindly assist",21-Jun,,,,,
Newton kimaita,@Newtonkim544,,,,1.0,,https://x.com/Newtonkim544,https://x.com/Newtonkim544,@KenyaPower_Care Good morning I bought token today and i have not received yet for meter number 37180923858. Kindly assist,21-Jun,,,,,
boo,@JasielNder8316,,,,,,https://x.com/JasielNder8316,https://x.com/JasielNder8316,"@KenyaPower_Care hey send tokens , SFL6667UFC",21-Jun,,,,,
Vionna,@Kurlycheeks,,1.0,2.0,4.0,,https://x.com/Kurlycheeks,https://x.com/Kurlycheeks,"@KenyaPower_Care SFK7419CW9 Confirmed. I’m sick and tired of asking for tokens since yesterday, and you are not answering any of your hotline numbers nor are any of your apps working. Send me those tokens…",21-Jun,,,,,
Mutisya Muithi,@MuithiMuti4581,,,,1.0,,https://x.com/MuithiMuti4581,https://x.com/MuithiMuti4581,I have bought tokens for meter number 37193508845 and haven't received them yet. Been over 2 hours,21-Jun,,,,,
Purity Tom,@meetpurity,,,,,,https://x.com/meetpurity,https://x.com/meetpurity,Have been trying to buy tokens but they are not going through.. kindly help it's urgent,21-Jun,,,,,
faith,@faithmakena290,,,,,,https://x.com/faithmakena290,https://x.com/faithmakena290,Hello...I bought token few hours ago but haven't received them.for account 54402578303,21-Jun,,,,,
The Rejoinder,@jeytee,,1.0,1.0,3.0,,https://x.com/jeytee,https://x.com/jeytee,@KenyaPower_Care I am having a problem buying tokens through mpesa.,21-Jun,,,,,
xtine njeri,@njeri_xtine,,,,1.0,,https://x.com/njeri_xtine,https://x.com/njeri_xtine,@KenyaPower_Care just bought tokens for metre number 01451010050 and haven't received them. It's been over 30 mins now,21-Jun,,,,,
Gerald Okwiri,@gerald_okwiri,,,,,,https://x.com/gerald_okwiri,https://x.com/gerald_okwiri,@KenyaPower_Care how do I update my token no?,21-Jun,,,,,
Bruce 001,@rotichbruce001,,,,,,https://x.com/rotichbruce001,https://x.com/rotichbruce001,Hey. I just paid tokens via airtel money and still no response what might be the issue,21-Jun,,,,,
Mubaba Kienyeji.,@EMagira,,,,1.0,,https://x.com/EMagira,https://x.com/EMagira,@KenyaPower_Care Jambo wakuu. What's up with the token system? Bought tokens at 10.30am and yet to receive. Ac no. 01450332802,21-Jun,,,,,
Joe,@k0rir00,,,,,,https://x.com/k0rir00,https://x.com/k0rir00,I'm trying to pay for prepaid tokens but it's you're organization's system receiving the payment experienced some technical challenges,21-Jun,,,,,
Luiske,@MetrowaveI,,,,,,https://x.com/MetrowaveI,https://x.com/MetrowaveI,"Trying to load tokens but keep on rejecting. No mistake on the meter number 37172521850- this is my meter number

Also resend me the codes for updating meter",21-Jun,,,,,
Vionna,@Kurlycheeks,,,,2.0,,https://x.com/Kurlycheeks,https://x.com/Kurlycheeks,Can you send me my tokens you fools. Since yesterday I have been asking for them and you haven’t sent them. And no your *977# number is not working,21-Jun,,,,,
jossy miriti,@jossytwiri,,,,2.0,,https://x.com/jossytwiri,https://x.com/jossytwiri,"I haven't received tokens for meter no 37194729515
Purchased this morning",21-Jun,,,,,
SankaraLFC,@sankaraobiero,,,,1.0,,https://x.com/sankaraobiero,https://x.com/sankaraobiero,@KenyaPower_Care can't purchase token through Mpesa. When can the system be restored,21-Jun,,,,,
fauzeyn,@fauzeyn,,,,1.0,,https://x.com/fauzeyn,https://x.com/fauzeyn,"Hi, what's the problem with tokens... the transaction can not go through... ac nbr is 54608065477",21-Jun,,,,,
Intentional Pips,@IntentionalPips,,,,,,https://x.com/IntentionalPips,https://x.com/IntentionalPips,Unable to buy tokens meter number 46200932039,21-Jun,,,,,
MCFC Malloy,@hideousMalloy,,,,2.0,,https://x.com/hideousMalloy,https://x.com/hideousMalloy,"Hey kindly resend Tokens.Boughy at 3 Am but I'm yet to receive them.
37221564786-meter No",21-Jun,,,,,
Grandson,@solo_ogw,,,,1.0,,https://x.com/solo_ogw,https://x.com/solo_ogw,@KenyaPower_Care  Goodmorning. Assist with token for Metre no -04220068003 purchased yesterday  at 5:45pm with reference Airtel money 16537662152.,21-Jun,,,,,
jeff mwangi,@gichumwas2,,1.0,1.0,,,https://x.com/gichumwas2,https://x.com/gichumwas2,"@KenyaPower_Care greetings I am unable to purchase token. My account no.14469041801. I get this :Transaction failed, M-PESA cannot complete payment of Ksh50.00 to KPLC PREPAID. The Organization's system receiving the payment experienced some technical challenges, try again later.",21-Jun,,,,,
Yvonne Nthenya,@YvonneNthenya4,,,,,,https://x.com/YvonneNthenya4,https://x.com/YvonneNthenya4,"Hi.
I bought tokens yesterday for meter number 14228792520 for Ksh 200 but haven't received them yet. Kindly assist.",21-Jun,,,,,
Phidis Wanjira,@PhidisW,,,,,,https://x.com/PhidisW,https://x.com/PhidisW,Hi I am buying tokens repeatedly  and the message sent is that I check my account of which its right...??help please,21-Jun,,,,,
Becky with the dread hair,@_Arsey,,,,1.0,,https://x.com/_Arsey,https://x.com/_Arsey,"@KenyaPower_Care hi, how can I get my tokens that I just bought please. I need power",21-Jun,,,,,
Kivuti Kamau,@nimimikivuti,,,,2.0,,https://x.com/nimimikivuti,https://x.com/nimimikivuti,"I have bought tokens for meter 04217860842 am yet to receive and *977# is not sending latest token, it presents an error of service unavailable",21-Jun,,,,,
Kipkirui edgar,@Keddy_ke,,,1.0,1.0,,https://x.com/Keddy_ke,https://x.com/Keddy_ke,"@KenyaPower_Care  Hello just purchased token's worth 100 and it's taking long to update on self care since message ya token's haijarudi.and kindly give me the balance debt for the same
37187192994 meter number",21-Jun,,,,,
IMF,@ismailfarah58,,,,,,https://x.com/ismailfarah58,https://x.com/ismailfarah58,Unable to buy token.  Is your system down.  Kindly DM your customer care number,21-Jun,,,,,
stanley musyoka,@stanleymusyoka,,,,,,https://x.com/stanleymusyoka,https://x.com/stanleymusyoka,@KenyaPower_Care trying to buy token for 14106222475. It’s indicating that it does not exist. Why?,21-Jun,,,,,
Ⓖⓔⓡⓐⓛⓓⓘⓝⓔ,@GeraldineAgnes_,,,1.0,,,https://x.com/GeraldineAgnes_,https://x.com/GeraldineAgnes_,"KPLC, you have a spam account pretending to be you or actually receive your messages cos I just got conned by that account, and they have mentioned you in their bio. 
Why can't I pay my tokens though?Najaribu kila saa inasema error na hivyo ndio nimeconniwa hapa akijua same issue",21-Jun,,,,,
_lameless,@lameless3,,,1.0,3.0,,https://x.com/lameless3,https://x.com/lameless3,"Heloo @KenyaPower_Care I'm trying to buy tokens and all in vain, from yesterday night
They keep talking of system. I don't know account number please help
My account number is
54600076217
Thanks 
Everything is on hold I can't attend meetings either",21-Jun,,,,,
Hussein Muchiri,@KataPingu,,,,,,https://x.com/KataPingu,https://x.com/KataPingu,@KenyaPower_Care is there a problem buying tokens?,21-Jun,,,,,
Njoki Ruth,@njoki_ruth_,,,,2.0,,https://x.com/njoki_ruth_,https://x.com/njoki_ruth_,@KenyaPower_Care kindly send me tokens for meter no 54501250309,21-Jun,,,,,
Esther Murugi,@preetyessy,,,,1.0,,https://x.com/preetyessy,https://x.com/preetyessy,"@KenyaPower_Care Kindly assist, bought tokens yesterday at 5:47 pm .Meter number is 14234900836. Asante.",21-Jun,,,,,
stanley musyoka,@stanleymusyoka,,,,,,https://x.com/stanleymusyoka,https://x.com/stanleymusyoka,@KenyaPower_Care trying to buy token for 14106222475. It’s indicating that it does not exist. Why?,21-Jun,,,,,
Ⓖⓔⓡⓐⓛⓓⓘⓝⓔ,@GeraldineAgnes_,,,1.0,,,https://x.com/GeraldineAgnes_,https://x.com/GeraldineAgnes_,"KPLC, you have a spam account pretending to be you or actually receive your messages cos I just got conned by that account, and they have mentioned you in their bio. 
Why can't I pay my tokens though?Najaribu kila saa inasema error na hivyo ndio nimeconniwa hapa akijua same issue",21-Jun,,,,,
_lameless,@lameless3,,,1.0,3.0,,https://x.com/lameless3,https://x.com/lameless3,"Heloo @KenyaPower_Care I'm trying to buy tokens and all in vain, from yesterday night
They keep talking of system. I don't know account number please help
My account number is
54600076217
Thanks 
Everything is on hold I can't attend meetings either",21-Jun,,,,,
Hussein Muchiri,@KataPingu,,,,,,https://x.com/KataPingu,https://x.com/KataPingu,@KenyaPower_Care is there a problem buying tokens?,21-Jun,,,,,
Njoki Ruth,@njoki_ruth_,,,,2.0,,https://x.com/njoki_ruth_,https://x.com/njoki_ruth_,@KenyaPower_Care kindly send me tokens for meter no 54501250309,21-Jun,,,,,
Esther Murugi,@preetyessy,,,,1.0,,https://x.com/preetyessy,https://x.com/preetyessy,"@KenyaPower_Care Kindly assist, bought tokens yesterday at 5:47 pm .Meter number is 14234900836. Asante.",21-Jun,,,,,
inguru,@aizoh_gitz,,,,2.0,,https://x.com/aizoh_gitz,https://x.com/aizoh_gitz,@KenyaPower_Care  haven't received token for this payment SFL466G04M Confirmed. Ksh300.00 sent to KPLC PREPAID for account 46200730417 on 21/6/24 at 10:28,21-Jun,,,,,
Bob,@rob_otis,,,,2.0,,https://x.com/rob_otis,https://x.com/rob_otis,@KenyaPower_Care I am unable to purchase tokens bwana. Tafadhali saidia mimi.,21-Jun,,,,,
Brian,@brian_gitauh,,,,1.0,,https://x.com/brian_gitauh,https://x.com/brian_gitauh,@KenyaPower_Care i can't be able to buy my tokens for last one hour now.,21-Jun,,,,,
Ethaga ,@ethaga_,,,,2.0,,https://x.com/ethaga_,https://x.com/ethaga_,@KenyaPower_Care I bought tokens for Mtr. No. 37196790416. Kindly share the token code.,21-Jun,,,,,
frankey334,@frankey334,,,,2.0,,https://x.com/frankey334,https://x.com/frankey334,I am unable to buy prepaid tokens for my metre number 37186692655. Kindly help,21-Jun,,,,,
Kabuiya is my name,@agnesnjeri_k,,,,,,https://x.com/agnesnjeri_k,https://x.com/agnesnjeri_k,Been trying to purchase tokens inakataa. Nifanye aje?,21-Jun,,,,,
sre_atr,@AtrSre,,,,1.0,,https://x.com/AtrSre,https://x.com/AtrSre,@KenyaPower_Care I bought tokens for account 37221178017 and have not received the tokens yet.,21-Jun,,,,,
vero,@annvero78,,,,,,https://x.com/annvero78,https://x.com/annvero78,"@KenyaPower_Care am in darkness, kindly assist. Tokens are not coming through",21-Jun,,,,,
Kinoti Kaburu,@TKaburu,,,,1.0,,https://x.com/TKaburu,https://x.com/TKaburu,"@KenyaPower_Care, token delayed SFL267800Q Confirmed. Ksh300.00 sent to KPLC PREPAID for account 14251203668 on 21/6/24 at 10:34 AM",21-Jun,,,,,
Leonard Mutai,@leonardmutai059,,,,1.0,,https://x.com/leonardmutai059,https://x.com/leonardmutai059,"Hello, I bought tokens in the following meters number juzi  14246250949, 37174340606 ,But i only get token number only. kindly send me update codes.",21-Jun,,,,,
Murugami Laoshi,@murugami_Junior,,,,,,https://x.com/murugami_Junior,https://x.com/murugami_Junior,@KenyaPower_Care where are my tokens??,21-Jun,,,,,
Kivuti Kamau,@nimimikivuti,,,,1.0,,https://x.com/nimimikivuti,https://x.com/nimimikivuti,"@KenyaPower_Care Good morning,  I bought tokens for meter 04217860842 and am yet to receive, or also send the update codes too",21-Jun,,,,,
Man of the moment,@OwiwaOduor,,,,1.0,,https://x.com/OwiwaOduor,https://x.com/OwiwaOduor,Am trying to pay tokens and there is this error inasema format of my acc no is incorrect. Shida ni gani,21-Jun,,,,,
stanley musyoka,@stanleymusyoka,,,,,,https://x.com/stanleymusyoka,https://x.com/stanleymusyoka,"@KenyaPower_Care 

Im trying to buy token for 14106222475. It’s indicating that it does not exist. Why?",21-Jun,,,,,
coco,@ivy_shish,,,,1.0,,https://x.com/ivy_shish,https://x.com/ivy_shish,"Hello! I can’t buy tokens it’s saying incorrect account number my meter number is.  14141195538
Kindly assist",21-Jun,,,,,
Weldaline Biyaki,@weldaline,,,,1.0,,https://x.com/weldaline,https://x.com/weldaline,Hey. Just bought some tokens ten minutes ago and I got a message that you're processing my request! What gives!? I hope this is not how you intend to operate with your upgraded system. My meter no is 14243975316,21-Jun,,,,,
London,@kariuki_london,,,,,,https://x.com/kariuki_london,https://x.com/kariuki_london,@KenyaPower_Care  Bought token but it’s saying rejected what could’ve the problem?,21-Jun,,,,,
shadchel,@Shadchel254,,,,1.0,,https://x.com/Shadchel254,https://x.com/Shadchel254,"Plz am trying to purchase token but it tells me the format of your account number is in correct,what's the problem coz the account is 22180606711",21-Jun,,,,,
Peris Wanjiru,@mukuriaperis,,,,,,https://x.com/mukuriaperis,https://x.com/mukuriaperis,@KenyaPower_Care can't buy tokens since morning,21-Jun,,,,,
Lol,@NginaOkeyo,,,,3.0,,https://x.com/NginaOkeyo,https://x.com/NginaOkeyo,@KenyaPower_Care give tokens for transaction SFL3670OFV  sent to KPLC PREPAID for account 14228596749,21-Jun,,,,,
,@missmwangi,,,,2.0,,https://x.com/missmwangi,https://x.com/missmwangi,@KenyaPower_Care SFL1661U99 for account 14105599022.. Kindly I haven't received the tokens.,21-Jun,,,,,
Kit,@DeeChaton,,1.0,,,,https://x.com/DeeChaton,https://x.com/DeeChaton,"@KenyaPower_Care I have tried to buy tokens multiple times and I can't. I keep  receiving the message: Transaction failed. The format of your account number is incorrect. Please check and try again with the correct format of your account number.

Kindly assist.",21-Jun,,,,,
Tw!sta,@victorvqee__,,,,1.0,,https://x.com/victorvqee__,https://x.com/victorvqee__,"I've been trying to load tokens but they keep getting rejected. No mistake on the meter number 37208049892 - this is my meter number  Also, resend me the codes for updating the meter.",21-Jun,,,,,
Nguli,@martin_nguli,,,,1.0,,https://x.com/martin_nguli,https://x.com/martin_nguli,"Am unable to buy tokens, the paybill number is not working. Kindly assist",21-Jun,,,,,
stanley musyoka,@stanleymusyoka,,,,1.0,,https://x.com/stanleymusyoka,https://x.com/stanleymusyoka,Im desperately trying to load token to 14106222475. It’s indicating that it does not exist. Why,21-Jun,,,,,
MentalWellnessWorks,@iKaizoku_,,,,,,https://x.com/iKaizoku_,https://x.com/iKaizoku_,@KenyaPower_Care  I am trying to buy a token and it says the format of my account is incorrect. What could be the issue?,21-Jun,,,,,
Esther Murugi,@preetyessy,,,,1.0,,https://x.com/preetyessy,https://x.com/preetyessy,"@KenyaPower_Care Kindly assist, haven’t received my tokens from yesterday. The transaction code is SFK841D70I.",21-Jun,,,,,
Kipkorir Chemirmir,@KorirChemirmir,,,,,,https://x.com/KorirChemirmir,https://x.com/KorirChemirmir,"@KenyaPower_Care I can't pay for tokens. I get the message ""THE FORMAT OF YOUR ACCOUNT NUMBER IS INCORRECT. Yet it is still the same account. What has happened?",21-Jun,,,,,
sharon irene,@chubbsgoddess,,,,,,https://x.com/chubbsgoddess,https://x.com/chubbsgoddess,"@KenyaPower_Care I'm trying to purchase tokens but this message keeps appearing; Transaction failed. The format of your account number is incorrect. Please check and try again with the correct format of your account number.
Kindly help",21-Jun,,,,,
Benjamin Mshindi,@Mkurugenzi_355,,,,,,https://x.com/Mkurugenzi_355,https://x.com/Mkurugenzi_355,Hi kplc to which code do you send so as to update your token,21-Jun,,,,,
Beckylnne Linares,@BeckylnneL,,1.0,1.0,1.0,,https://x.com/BeckylnneL,https://x.com/BeckylnneL,"I bought tokens yesterday I have not received them
SFK53WN269 Confirmed. Ksh960.00 sent to KPLC PREPAID for account 37194645315 on 20/6/24 at 5:15 PM",21-Jun,,,,,
Amaa Naa,@Ole_Masaa,,,,1.0,,https://x.com/Ole_Masaa,https://x.com/Ole_Masaa,"Buda boss Your organization number for paybill has technical issues and is unable receive payments,give us an alternative to buy tokens buana",21-Jun,,,,,
Stephen Oduor Abiero,@MarvoWuoNyalego,,,,2.0,,https://x.com/MarvoWuoNyalego,https://x.com/MarvoWuoNyalego,"@KenyaPower_Care  I bought token but when I tried to input, ikakataa on trying a second time inasema “Used” yet the token amount is not updated. Kindly assist",21-Jun,,,,,
Antoinotti,@Ntoinoti,,,,1.0,,https://x.com/Ntoinoti,https://x.com/Ntoinoti,"@KenyaPower_Care I'm unable to buy tokens account 37151994326 . Feedback , there's a problem with the format??",21-Jun,,,,,
Brittany Sanders,@_BrittSanders,,,,2.0,,https://x.com/_BrittSanders,https://x.com/_BrittSanders,"Good morning, I trying to purchase tokens but its failing claiming that the meter number is incorrect. Kindly assist. Meter No: 04214904122.",21-Jun,,,,,
Mullah %,@mwaura24,,,,,,https://x.com/mwaura24,https://x.com/mwaura24,@KenyaPower_Care how do I update my token meter. I have no reset codes,21-Jun,,,,,
Yeee!..23!,@kihiko4real,,,2.0,1.0,,https://x.com/kihiko4real,https://x.com/kihiko4real,"Yow nimelipa token and the message is yet to come, 1hr late,...buana kwani nothing works in this godforsaken country

Meter no. 92105329996",21-Jun,,,,,
Beckylnne Linares,@BeckylnneL,,,1.0,3.0,,https://x.com/BeckylnneL,https://x.com/BeckylnneL,"I bought tokens since yesterday I have not received 
SFK53WN269 Confirmed. Ksh960.00 sent to KPLC PREPAID for account 37194645315 on 20/6/24 at 5:15 PM",21-Jun,,,,,
ace1,@aceof_shade,,,,,,https://x.com/aceof_shade,https://x.com/aceof_shade,@KenyaPower_Care  what the hell?? Surely hata tokens mnanyimana na sio free,21-Jun,,,,,
stano kipkisut,@stanokipkisut87,,,,1.0,,https://x.com/stanokipkisut87,https://x.com/stanokipkisut87,"I can't buy tokens, it is telling the account format is wrong yet it is correct.",21-Jun,,,,,
𝓘𝓽𝓪𝓵𝓚𝓲𝓫𝓮,@KibeLewis,,1.0,,1.0,,https://x.com/KibeLewis,https://x.com/KibeLewis,"have tried to buy tokens several times but all the replies I get are transactions failed, the system cannot complete your transaction!
Any assistance?",21-Jun,,,,,
Nelly Njoki,@NeelyKiks,,,,2.0,,https://x.com/NeelyKiks,https://x.com/NeelyKiks,"@KenyaPower_Care , I purchased some tokens yesterday and till now, there’s NOTHING from you. Have tried calling those numbers you post for us since yesterday, then a few minutes ago and still nothing. Can I get a reply?????",21-Jun,,,,,
Chingchilla Kevon,@chingchilla,,,,2.0,,https://x.com/chingchilla,https://x.com/chingchilla,@KenyaPower_Care not able to buy tokens meter 54601216192,21-Jun,,,,,
Lol,@NginaOkeyo,,,,1.0,,https://x.com/NginaOkeyo,https://x.com/NginaOkeyo,@KenyaPower_Care hello. I'm trying to buy tokens for prepaid and it's failing. Is the system ok? Account number 14 2285 9674 9,21-Jun,,,,,
Betty Njoka,@BettyNjoka,,,,1.0,,https://x.com/BettyNjoka,https://x.com/BettyNjoka,"Hello, kindly share the token number bought yesterday for 14245039798.",21-Jun,,,,,
Wain,@WainainaEu,,1.0,,,,https://x.com/WainainaEu,https://x.com/WainainaEu,"@KenyaPower_Care is your token system down, trying to buy tokens through 888880 and I'm getting transaction failed feedback.",21-Jun,,,,,
KIPSAM,@samkipyego,,,,,,https://x.com/samkipyego,https://x.com/samkipyego,"I bought tokens but haven't received either and am in darkness 
Meter no. 14106228498",21-Jun,,,,,
Baraka,@BTechSolutionKe,,,1.0,,,https://x.com/BTechSolutionKe,https://x.com/BTechSolutionKe,The codes have never been sent and I cant buy tokens,21-Jun,,,,,
Samuel Wanyoike,@SamuelW39756547,,,,,,https://x.com/SamuelW39756547,https://x.com/SamuelW39756547,Hi am having a challenge to buy tokens via mpesa. Keeps rejecting. Meter no 54601553172,21-Jun,,,,,
iaNte,@nk_ngash,,1.0,,2.0,,https://x.com/nk_ngash,https://x.com/nk_ngash,"@KenyaPower_Care I am unable to buy tokens. I keep getting this message. ""Transaction failed. The format of your account number is incorrect. Please check and try again with the correct format of your account number."" Kindly assist.",21-Jun,,,,,
Rodgers mulanda,@ambasirodgers,,,,2.0,,https://x.com/ambasirodgers,https://x.com/ambasirodgers,"@KenyaPower_Care send tokens

Confirmed. KES 70.00 sent to KPLC PREPAID (TOKENS) for account 37175662446 Ref 718952605948 21 Jun 2024 at 09:51 EAT charges 0.00 KES",21-Jun,,,,,
Samuu,@sammungai8,,,,,,https://x.com/sammungai8,https://x.com/sammungai8,"Trying to buy tokens, but I keep getting this, Transaction failed. The format of your account number is incorrect. Please check and try again with the correct format of your account number.",21-Jun,,,,,
kairetukanjeri,@wangarijoan,,,,1.0,,https://x.com/wangarijoan,https://x.com/wangarijoan,"@KenyaPower_Care The following tokens are blank and we don't have power kindly assist 
I have tried to call Customer care number and it's not going through 
54608178684
04220170700
04214872907
04214872121
54404006402",21-Jun,,,,,
Praise Mulanda,@hoseapraise1,,,,1.0,,https://x.com/hoseapraise1,https://x.com/hoseapraise1,"I am trying to add tokens to my account and it says wrong account number.
Metre number :14107106339",21-Jun,,,,,
tinakaggia,@tinakaggia,,,,1.0,,https://x.com/tinakaggia,https://x.com/tinakaggia,I haven't received any code and can't load tokens. Kindly check DM,21-Jun,,,,,
Antsamdaria,@antsamdaria,,,,1.0,,https://x.com/antsamdaria,https://x.com/antsamdaria,"@KenyaPower_Care i have tried to buy tokens, and it is not working, and your *977# is not working as well. Advice",21-Jun,,,,,
Real Mtetezi,@Real_Mtetezi,,,,1.0,,https://x.com/Real_Mtetezi,https://x.com/Real_Mtetezi,@KenyaPower_Care I am trying to purchase Token via Mpesa but Iam getting the error that Transaction failed. The format of your account number is incorrect. Please check and try again with the correct format of your account number..... Kindly Assist Asap,21-Jun,,,,,
Shadrack Kiseu,@skizeu,,,,1.0,,https://x.com/skizeu,https://x.com/skizeu,"@KenyaPower_Care when i try to load my tokens, this is the message i recirve",21-Jun,,,,,
Beckylnne Linares,@BeckylnneL,,1.0,1.0,1.0,,https://x.com/BeckylnneL,https://x.com/BeckylnneL,"I bought tokens yesterday I have not received them
SFK53WN269 Confirmed. Ksh960.00 sent to KPLC PREPAID for account 37194645315 on 20/6/24 at 5:15 PM",21-Jun,,,,,
Amaa Naa,@Ole_Masaa,,,,1.0,,https://x.com/Ole_Masaa,https://x.com/Ole_Masaa,"Buda boss Your organization number for paybill has technical issues and is unable receive payments,give us an alternative to buy tokens buana",21-Jun,,,,,
Stephen Oduor Abiero,@MarvoWuoNyalego,,,,2.0,,https://x.com/MarvoWuoNyalego,https://x.com/MarvoWuoNyalego,"@KenyaPower_Care  I bought token but when I tried to input, ikakataa on trying a second time inasema “Used” yet the token amount is not updated. Kindly assist",21-Jun,,,,,
Antoinotti,@Ntoinoti,,,,1.0,,https://x.com/Ntoinoti,https://x.com/Ntoinoti,"@KenyaPower_Care I'm unable to buy tokens account 37151994326 . Feedback , there's a problem with the format??",21-Jun,,,,,
